Track Name,Artist Name,Album Name,Disc Number,Track Number
Something from Nothing,Foo Fighters,Sonic Highways,1,1
Best of You,Foo Fighters,In Your Honor,1,3
My Hero,Foo Fighters,The Colour And The Shape,1,7
I Am the Highway,Audioslave,Audioslave,1,8
Vietnow,Rage Against The Machine,Evil Empire,1,3
Know Your Enemy,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),1,6
Paranoid Android,Radiohead,OK Computer (Collector's Edition),1,2
Superunknown,Soundgarden,Superunknown (20th Anniversary),1,5
Sex on Fire,Kings of Leon,Only By The Night,1,3
Lounge Act,Nirvana,Nevermind (Deluxe Edition),1,9
The Unforgiven III,Metallica,Death Magnetic,1,7
Fade To Black - Remastered,Metallica,Ride The Lightning (Deluxe / Remastered),1,4
Welcome Home (Sanitarium),Metallica,Master Of Puppets (Remastered),1,4
Battery,Metallica,Master Of Puppets (Remastered),1,1
The Day That Never Comes,Metallica,Death Magnetic,1,4
Walk,Foo Fighters,Wasting Light,1,11
Rooster,Alice In Chains,Dirt,1,6
Guerrilla Radio,Rage Against The Machine,The Battle Of Los Angeles,1,2
Testify,Rage Against The Machine,The Battle Of Los Angeles,1,1
People of the Sun,Rage Against The Machine,Evil Empire,1,1
Take The Power Back,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),1,3
Settle For Nothing,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),1,4
Wake Up,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),1,7
Family Tree,Kings of Leon,Mechanical Bull (Expanded Edition),1,7
Learn to Fly,Foo Fighters,There Is Nothing Left To Lose,1,3
"Would? - Live at the Majestic Theatre, Brooklyn, NY - April 1996",Alice In Chains,Unplugged,1,10
Pigs (Three Different Ones),Pink Floyd,Animals,1,3
Song 2 - 2012 Remaster,Blur,Blur [Special Edition],1,2
I Want You Back,The Jackson 5,Diana Ross Presents The Jackson 5,1,3
Low - Edit,Lenny Kravitz,Low (Edit),1,1
For All the Cows,Foo Fighters,Foo Fighters,1,9
All My Life,Foo Fighters,One By One,1,1
I Sat By The Ocean,Queens of the Stone Age,...Like Clockwork,1,2
I Should Have Known,Foo Fighters,Wasting Light,1,10
Everlong - Acoustic Version,Foo Fighters,Greatest Hits,1,16
Sound Of A Gun,Audioslave,Revelations,1,3
Frances Farmer Will Have Her Revenge On Seattle,Nirvana,In Utero - 20th Anniversary Remaster,1,5
All Star,Smash Mouth,Astro Lounge,1,5
Somebody That I Used To Know,"Gotye, Kimbra",Making Mirrors,1,3
The Happiest Days of Our Lives,Pink Floyd,The Wall,1,4
"Another Brick in the Wall, Pt. 3",Pink Floyd,The Wall,1,12
Dogs,Pink Floyd,Animals,1,2
Us and Them,Pink Floyd,The Dark Side of the Moon,1,7
Brain Damage,Pink Floyd,The Dark Side of the Moon,1,9
Eclipse,Pink Floyd,The Dark Side of the Moon,1,10
Hey You,Pink Floyd,The Wall,2,1
Blackbird - Remastered 2009,The Beatles,The Beatles (Remastered),1,11
Have a Cigar,Pink Floyd,Wish You Were Here,1,3
Reptilia,The Strokes,Room On Fire,1,2
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",Falling Down (Bonus Track),1,1
Mother,Pink Floyd,The Wall,1,6
These Days,Foo Fighters,Wasting Light,1,6
Sirius - Chicago Bulls Theme Song,The Alan Parsons Project,Eye In The Sky (Expanded Edition),1,1
Outshined,Soundgarden,Badmotorfinger (25th Anniversary Remaster),1,2
What It's Like,Everlast,Whitey Ford Sings The Blues,1,4
Karma Police,Radiohead,OK Computer,1,6
I Could Have Lied,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),1,6
N.I.B.,Black Sabbath,Black Sabbath (2009 Remastered Version),1,4
Goodbye Blue Sky,Pink Floyd,The Wall,1,7
You Can't Save Me,Richie Kotzen,The Essential Richie Kotzen,1,11
19-2000 - Soulchild Remix,Gorillaz,Gorillaz,1,17
Iron Man - 2012 - Remaster,Black Sabbath,Paranoid (Remaster),1,4
Julia Dream,Pink Floyd,Relics,1,6
Laughing,The Guess Who,The Essential The Guess Who,1,6
Still Got The Blues,Gary Moore,Still Got The Blues,1,4
Changes,Black Sabbath,Vol. 4 (2009 Remastered Version),1,3
Sabbath Bloody Sabbath,Black Sabbath,Sabbath Bloody Sabbath (2009 Remastered Version),1,1
Sweet Leaf,Black Sabbath,Master of Reality (2009 Remastered Version),1,1
Supernaut,Black Sabbath,Vol. 4 (2009 Remastered Version),1,5
Children of the Grave,Black Sabbath,Master of Reality (2009 Remastered Version),1,4
The Wizard,Black Sabbath,Black Sabbath (2009 Remastered Version),1,2
Animals,Nickelback,All the Right Reasons,1,4
"Go To Hell, For Heaven's Sake",Bring Me The Horizon,Sempiternal (Deluxe Edition),1,5
Cigarette Daydreams,Cage The Elephant,Melophobia,1,10
Trouble,Cage The Elephant,Tell Me I'm Pretty,1,6
Nutshell,Alice In Chains,Jar Of Flies,1,2
I Stay Away,Alice In Chains,Jar Of Flies,1,3
Wicked Game - Acoustic; Live,Stone Sour,Come What(ever) May [10th Anniversary Edition],1,14
"Wicked Game - Recorded Live at St Canice Cathedral, Kilkenny",James Vincent McMorrow,"Wicked Game (Recorded Live at St Canice Cathedral, Kilkenny)",1,1
Black Smoke Rising,Greta Van Fleet,From The Fires,1,8
Letting The Cables Sleep - Remastered,Bush,The Science Of Things (Remastered),1,11
Blurry,Puddle Of Mudd,Come Clean (Repackaged International Version),1,5
Glycerine - Remastered,Bush,Sixteen Stone (Remastered),1,10
Machinehead - Remastered,Bush,Sixteen Stone (Remastered),1,7
The Line,Foo Fighters,Concrete and Gold,1,10
Highway Star,Deep Purple,Deepest Purple: The Very Best of Deep Purple,1,7
Where Did You Sleep Last Night,Nirvana,MTV Unplugged In New York,1,14
Road Trippin',Red Hot Chili Peppers,Californication,1,15
Sultans Of Swing,Dire Straits,Dire Straits,1,6
Somebody To Love - 2011 Mix,Queen,A Day At The Races (Deluxe Edition 2011 Remaster),1,6
Love Of My Life - Live,Queen,Hungarian Rhapsody (Live In Budapest / 1986),1,14
Black Sabbath,Black Sabbath,Black Sabbath (2009 Remastered Version),1,1
Planet Caravan,Black Sabbath,Paranoid (2009 Remastered Version),1,3
Follow You,Bring Me The Horizon,That's The Spirit,1,5
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),1,2
All My Love - 1990 Remaster,Led Zeppelin,In Through the out Door (1994 Remaster),1,6
Fool in the Rain - 1990 Remaster,Led Zeppelin,In Through the out Door (1994 Remaster),1,3
Sunflower,Rex Orange County,Sunflower,1,1
Loving Is Easy,"Rex Orange County, Benny Sings",Loving Is Easy,1,1
Freak On a Leash,Korn,Follow The Leader,1,2
God Is Dead?,Black Sabbath,13,1,2
Sunshine Of Your Love,Cream,Disraeli Gears,1,2
Day Tripper - Remastered 2015,The Beatles,1 (Remastered),1,12
Radio Ga Ga - 2011 Mix,Queen,The Works (2011 Remaster),1,1
"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,Unplugged (Deluxe Edition),1,4
Crazy Little Thing Called Love - Remastered 2011,Queen,The Game (2011 Remaster),1,5
Chicken in the Corn,Brushy One String,Destiny,1,6
Redemption Song,Bob Marley & The Wailers,Uprising,1,10
New Divide,Linkin Park,Transformers: Revenge Of The Fallen The Album,1,1
Should I Stay or Should I Go - Remastered,The Clash,Combat Rock (Remastered),1,3
Gimme All Your Lovin',ZZ Top,Eliminator,1,1
Sweet Emotion,Aerosmith,Toys In The Attic,1,6
Dude (Looks Like A Lady),Aerosmith,Permanent Vacation,1,5
Amazing,Aerosmith,Get A Grip,1,13
Tush - 2006 Remaster,ZZ Top,Fandango! (Expanded 2006 Remaster),1,9
Got Me Under Pressure - 2008 Remaster,ZZ Top,Eliminator,1,2
Love Of My Life - Remastered 2011,Queen,A Night At The Opera (2011 Remaster),1,9
Bad Girl - 2008 Remaster,ZZ Top,Eliminator,1,11
Perry Mason,Ozzy Osbourne,Ozzmosis (Expanded Edition),1,1
B.Y.O.B.,System Of A Down,Mezmerize,1,2
Shine,Collective Soul,"Hints, Allegations & Things Left Unsaid",1,1
Happy?,Mudvayne,Lost and Found,1,3
Read My Mind,The Killers,Sam's Town,1,6
Here Comes The Sun - Remastered 2009,The Beatles,Abbey Road (Remastered),1,7
Yesterday - Remastered 2009,The Beatles,Help! (Remastered),1,13
In My Life - Remastered 2009,The Beatles,Rubber Soul (Remastered),1,11
Let It Be - Remastered 2009,The Beatles,Let It Be (Remastered),1,6
A Day In The Life,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),4,13
Hey Jude - Remastered 2015,The Beatles,1 (Remastered),1,21
Strawberry Fields Forever,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),4,14
I've Got A Feeling - Remastered 2009,The Beatles,Let It Be (Remastered),1,8
Norwegian Wood (This Bird Has Flown) - Remastered 2009,The Beatles,Rubber Soul (Remastered),1,2
I Saw Her Standing There - Remastered 2009,The Beatles,Please Please Me (Remastered),1,1
Ticket To Ride - Remastered 2009,The Beatles,Help! (Remastered),1,7
Lucy In The Sky With Diamonds,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),4,3
Eleanor Rigby - Remastered 2009,The Beatles,Revolver (Remastered),1,2
Because - Remastered,The Beatles,Abbey Road (Remastered),1,8
Happiness Is A Warm Gun - Remastered 2009,The Beatles,The Beatles (Remastered),1,8
If I Fell - Remastered 2009,The Beatles,A Hard Day's Night (Remastered),1,3
We Can Work It Out - Remastered 2015,The Beatles,1 (Remastered),1,13
You've Got To Hide Your Love Away - Remastered 2009,The Beatles,Help! (Remastered),1,3
A Hard Day's Night - Remastered 2015,The Beatles,1 (Remastered),1,6
Paperback Writer - Remastered 2015,The Beatles,1 (Remastered),1,14
For No One - Remastered 2009,The Beatles,Revolver (Remastered),1,10
Get Back - Remastered 2009,The Beatles,Let It Be (Remastered),1,12
I Feel Fine - Remastered 2015,The Beatles,1 (Remastered),1,7
Drive My Car - Remastered 2009,The Beatles,Rubber Soul (Remastered),1,1
Don't Let Me Down - Remastered 2009,The Beatles,The Beatles 1967 - 1970 (Remastered),2,5
Helter Skelter - Remastered 2009,The Beatles,The Beatles (Remastered),2,6
Two Of Us - Remastered 2009,The Beatles,Let It Be (Remastered),1,1
Taxman - Remastered 2009,The Beatles,Revolver (Remastered),1,1
Sgt Pepper's Lonely Hearts Club Band,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),4,1
Dear Prudence - Remastered 2009,The Beatles,The Beatles (Remastered),1,2
"Ob-La-Di, Ob-La-Da - Remastered 2009",The Beatles,The Beatles (Remastered),1,4
Yellow Submarine - Remastered 2009,The Beatles,Revolver (Remastered),1,6
Yer Blues - Remastered 2009,The Beatles,The Beatles (Remastered),2,2
Julia - Remastered 2009,The Beatles,The Beatles (Remastered),1,17
Everybody's Got Something To Hide Except Me And My Monkey - Remastered 2009,The Beatles,The Beatles (Remastered),2,4
Because - Remastered 2009,The Beatles,Abbey Road (Remastered),1,8
Mother Nature's Son - Remastered 2009,The Beatles,The Beatles (Remastered),2,3
Back In The U.S.S.R. - Remastered 2009,The Beatles,The Beatles (Remastered),1,1
Hey Bulldog - Remastered 2009,The Beatles,Yellow Submarine (Remastered),1,4
Across The Universe - Remastered 2009,The Beatles,Let It Be (Remastered),1,3
While My Guitar Gently Weeps - Remastered 2009,The Beatles,The Beatles (Remastered),1,7
The Battle of Evermore - 1990 Remaster,Led Zeppelin,Led Zeppelin IV,1,3
Gallows Pole - Remaster,Led Zeppelin,Led Zeppelin III (Remaster),1,6
Thank You - 1990 Remaster,Led Zeppelin,Led Zeppelin II (1994 Remaster),1,4
Black Mountain Side - 1993 Remaster,Led Zeppelin,Led Zeppelin,1,6
That's the Way - Remaster,Led Zeppelin,Led Zeppelin III (Remaster),1,8
Heartbreaker - 1990 Remaster,Led Zeppelin,Led Zeppelin II (1994 Remaster),1,5
Over the Hills and Far Away - 1990 Remaster,Led Zeppelin,Houses of the Holy (1994 Remaster),1,3
Ten Years Gone - 1990 Remaster,Led Zeppelin,Physical Graffiti (1994 Remaster),1,10
In My Time of Dying - 1990 Remaster,Led Zeppelin,Physical Graffiti (1994 Remaster),1,3
The Rain Song - Remaster,Led Zeppelin,Houses of the Holy (Remaster),1,2
The Ocean - 1990 Remaster,Led Zeppelin,Houses of the Holy (1994 Remaster),1,8
How Many More Times - 1993 Remaster,Led Zeppelin,Led Zeppelin,1,9
The Rover - 1993 Remaster,Led Zeppelin,Physical Graffiti (1994 Remaster),1,2
Bring It on Home - Remaster,Led Zeppelin,Led Zeppelin II (Remaster),1,9
Four Sticks - 1993 Remaster,Led Zeppelin,Led Zeppelin IV,1,6
Living Loving Maid (She's Just a Woman) - Remaster,Led Zeppelin,Led Zeppelin II (Remaster),1,6
What Is and What Should Never Be - 1990 Remaster,Led Zeppelin,Led Zeppelin II (1994 Remaster),1,2
Houses of the Holy - 1990 Remaster,Led Zeppelin,Physical Graffiti (1994 Remaster),1,4
Travelling Riverside Blues (BBC Session) - Remastered,Led Zeppelin,Coda (Deluxe Edition),2,7
Tangerine - Remaster,Led Zeppelin,Led Zeppelin III (Remaster),1,7
Nobody's Fault but Mine - 1990 Remaster,Led Zeppelin,Presence (1994 Remaster),1,4
No More Tears,Ozzy Osbourne,No More Tears (Expanded Edition),1,5
Rapper's Delight,The Sugarhill Gang,100 Essential Hits - 70s,2,9
You Shook Me All Night Long,AC/DC,Back In Black,1,7
I-E-A-I-A-I-O,System Of A Down,Steal This Album!,1,8
King Nothing,Metallica,Load,1,5
The Sound of Winter,Bush,The Sea of Memories,1,2
Greedy Fly - Remastered,Bush,Razorblade Suitcase (Remastered),1,2
Smooth (feat. Rob Thomas),"Santana, Rob Thomas",Supernatural (Remastered),1,5
All My Loving - Remastered 2009,The Beatles,With The Beatles (Remastered),1,3
Letting Go - 1993 Digital Remaster,Wings,Venus And Mars,1,6
Who Cares,Paul McCartney,Egypt Station,1,5
Got To Get You Into My Life - Remastered 2009,The Beatles,Revolver (Remastered),1,13
Let 'Em In - Remastered 2014,Wings,Wings At The Speed Of Sound (Archive Collection),1,1
I've Just Seen A Face - Remastered 2009,The Beatles,Help! (Remastered),1,12
Love Me Do - Mono / Remastered,The Beatles,1 (Remastered),1,1
Lady Madonna - Remastered 2015,The Beatles,1 (Remastered),1,20
Being For The Benefit Of Mr Kite!,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),4,7
Something - Remastered 2009,The Beatles,Abbey Road (Remastered),1,2
Live And Let Die,Wings,Pure McCartney,1,23
Birthday - Remastered 2009,The Beatles,The Beatles (Remastered),2,1
Golden Slumbers - Remastered 2009,The Beatles,Abbey Road (Remastered),1,14
Carry That Weight - Remastered 2009,The Beatles,Abbey Road (Remastered),1,15
The End - Remastered 2009,The Beatles,Abbey Road (Remastered),1,16
Gimme Shelter,The Rolling Stones,Let It Bleed,1,1
My Generation - Stereo Version,The Who,My Generation,1,6
I Ain't The One,Lynyrd Skynyrd,(Pronounced 'Leh-'Nérd 'Skin-'Nérd),1,1
Howlin' For You,The Black Keys,Brothers (Deluxe Edition),1,4
With A Little Help From My Friends - Remix,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1,2
Penny Lane,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),4,15
Doctor Robert - Remastered 2009,The Beatles,Revolver (Remastered),1,11
I Am The Walrus - Remastered 2009,The Beatles,Magical Mystery Tour (Remastered),1,6
Revolution - Remastered 2009,The Beatles,The Beatles 1967 - 1970 (Remastered),1,14
Band On The Run,Wings,Pure McCartney,1,20
Foxey Lady,Jimi Hendrix,Are You Experienced,1,10
Dance Tonight,Paul McCartney,Memory Almost Full (Deluxe Edition),1,1
Sgt. Pepper's Lonely Hearts Club Band - Reprise / Remastered 2009,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remastered),1,12
You Know You're Right,Nirvana,Nirvana,1,1
Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),1,6
Cochise,Audioslave,Audioslave,1,1
Yellow Ledbetter,Pearl Jam,Jeremy,1,3
Just Breathe,Pearl Jam,Backspacer,1,5
Corduroy - Remastered,Pearl Jam,Vitalogy,1,8
Smoke on the Water,Deep Purple,Deepest Purple: The Very Best of Deep Purple,1,12
Aerials,System Of A Down,Toxicity,1,14
She,Green Day,Dookie,1,8
Basket Case,Green Day,Dookie,1,7
American Idiot,Green Day,American Idiot,1,1
Good Riddance (Time of Your Life),Green Day,Nimrod,1,17
When I Come Around,Green Day,Dookie,1,10
Question!,System Of A Down,Mezmerize,1,8
Hypnotize,System Of A Down,Hypnotize,1,4
Spiders,System Of A Down,System Of A Down,1,5
Betray And Degrade,Seether,Poison The Parish (Deluxe Edition),1,2
"Hi, Hi, Hi",Wings,Pure McCartney (Deluxe Edition),1,27
Jailbreak,AC/DC,'74 Jailbreak,1,1
My Sweet Lord - 2014 Mix,George Harrison,All Things Must Pass (Remastered),1,2
The Trooper - 2015 Remaster,Iron Maiden,Piece of Mind (2015 Remaster),1,5
I Wanna Be Sedated,Ramones,Road to Ruin (40th Anniversary Deluxe Edition),1,7
Ain't No Rest For The Wicked - Original Version,Cage The Elephant,Cage The Elephant,1,3
Live to Rise,Soundgarden,Live to Rise,1,1
Monkey Wrench,Foo Fighters,The Colour And The Shape,1,2
Mr. Brightside,The Killers,Hot Fuss,1,2
Won't Get Fooled Again - Original Album Version,The Who,Who's Next,1,9
Fairies Wear Boots,Black Sabbath,Paranoid (2009 Remastered Version),1,8
Fear of the Dark - 2015 Remaster,Iron Maiden,Fear of the Dark (2015 Remaster),1,12
Oceans,Pearl Jam,Ten,1,7
Into the Void,Black Sabbath,Master of Reality (2009 Remastered Version),1,8
Sabbra Cadabra,Black Sabbath,Sabbath Bloody Sabbath (2009 Remastered Version),1,4
"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,Unplugged (Deluxe Edition),1,7
"My Hero - Live at the Pantages Theatre, Los Angeles, CA - August 2006",Foo Fighters,Skin And Bones (Live),1,5
Maybe It's Time,Bradley Cooper,A Star Is Born Soundtrack (Without Dialogue),1,3
The Rains of Castamere,"Ramin Djawadi, Serj Tankian",Game Of Thrones: Season 8 (Music from the HBO Series),1,2
Mother,Danzig,Danzig,1,6
Under the Milky Way,The Church,Starfish,1,2
Little Green Bag,George Baker Selection,Reservoir Dogs (Original Motion Picture Soundtrack),1,2
Stuck In The Middle With You,Stealers Wheel,Reservoir Dogs (Original Motion Picture Soundtrack),1,11
God's Gonna Cut You Down,Johnny Cash,American V: A Hundred Highways,1,2
Pescador de ilusões - Ao vivo,O Rappa,Pescador de ilusões (Ao Vivo),1,1
Pescador de ilusões,O Rappa,Rappa-Mundi,1,6
A Horse with No Name,"America, George Martin",America,1,5
Best Friend,Rex Orange County,Best Friend,1,1
Lullaby,The Cure,Greatest Hits,1,10
Boys Don't Cry,The Cure,Three Imaginary Boys,2,16
Black Night,Deep Purple,Deepest Purple: The Very Best of Deep Purple,1,1
"Old Love - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,Unplugged (Deluxe Edition),1,13
"Walkin' Blues - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,Unplugged (Deluxe Edition),1,9
Eu Sei - Ao Vivo Em São Paulo / 1999,Legião Urbana,Acústico (Ao Vivo Em São Paulo / 1999),1,13
Há Tempos - Ao Vivo Em São Paulo / 1999,Legião Urbana,Acústico (Ao Vivo Em São Paulo / 1999),1,12
Ainda É Cedo,Legião Urbana,Legião Urbana,1,4
Eduardo E Mônica,Legião Urbana,Mais Do Mesmo,1,4
Tempo Perdido,Legião Urbana,Mais Do Mesmo,1,5
Que Pais É Este,Legião Urbana,Que Pais E Este,1,1
Índios - Ao Vivo Em São Paulo / 1999,Legião Urbana,Acústico (Ao Vivo Em São Paulo / 1999),1,2
O Teatro Dos Vampiros - Ao Vivo Em São Paulo / 1999,Legião Urbana,Acústico (Ao Vivo Em São Paulo / 1999),1,7
Faroeste Caboclo,Legião Urbana,Que Pais E Este,1,7
Será,Legião Urbana,Legião Urbana,1,1
Geração Coca-Cola,Legião Urbana,Legião Urbana,1,6
Vento No Litoral,Legião Urbana,Legiao Urbana V,1,7
Pais E Filhos,Legião Urbana,As Quatro Estações,1,2
Meninos E Meninas,Legião Urbana,As Quatro Estações,1,9
Química,Legião Urbana,Que Pais E Este,1,5
Só os Loucos Sabem,Charlie Brown Jr.,Camisa 10 joga bola até na chuva,1,3
Zóio De Lula,Charlie Brown Jr.,"Preço Curto, Prazo Longo",1,2
Ela Vai Voltar (Todos Os Defeitos De Uma Mulher Perfeita),Charlie Brown Jr.,Imunidade Musical,1,6
"Dias De Luta, Dias De Gloria",Charlie Brown Jr.,Imunidade Musical,1,22
Proibida Pra Mim (Grazon),Charlie Brown Jr.,Transpiração Continua Prolongada,1,10
Te Levar Daqui,Charlie Brown Jr.,"Preço Curto, Prazo Longo",1,4
Lugar Ao Sol,Charlie Brown Jr.,100% Charlie Brown Jr - Abalando A Sua Fábrica,1,5
Céu Azul,Charlie Brown Jr.,Trilha Sonora da Novela Balacobaco,1,8
1406,Mamonas Assassinas,Mamonas Assassinas,1,1
Vira-Vira,Mamonas Assassinas,Mamonas Assassinas,1,2
Cabeça De Bagre II / Sample: Baby Elephant Walk (Instrumental),Mamonas Assassinas,Mamonas Assassinas,1,8
Mundo Animal,Mamonas Assassinas,Mamonas Assassinas,1,9
Bois Don't Cry,Mamonas Assassinas,Mamonas Assassinas,1,11
Sábado De Sol,Mamonas Assassinas,Mamonas Assassinas,1,13
Breaking All The Rules,Peter Frampton,Breaking All The Rules,1,9
Wonderful Tonight,Eric Clapton,Slowhand 35th Anniversary (Super Deluxe),1,2
Meu Novo Mundo,Charlie Brown Jr.,La Familia 013,1,4
Township Rebellion,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),1,9
Fistful Of Steel,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),1,8
Prophets Of Rage,Prophets Of Rage,Prophets Of Rage,1,1
Como Tudo Deve Ser,Charlie Brown Jr.,100% Charlie Brown Jr - Abalando A Sua Fábrica,1,12
Chippin' In,"SAMURAI, Refused",Chippin' In,1,1
Wicked Game,Chris Isaak,Best of Chris Isaak (Remastered),1,3
Corduroy Dreams,Rex Orange County,Bcos U Will Never B Free,1,4
No Rain,Blind Melon,Blind Melon,1,7
Are You Gonna Be My Girl,Jet,Get Born,1,2
Porch,Pearl Jam,Ten,1,8
Love Will Tear Us Apart,Joy Division,The Best Of,1,9
Sappy,Nirvana,With The Lights Out - Box Set,3,14
Neat Neat Neat,The Damned,Damned Damned Damned (30th Anniversary Expanded Edition),1,1
Black Betty,Ram Jam,The Very Best Of Ram Jam,1,1
Zombie,The Cranberries,No Need To Argue,1,4
Blow Up The Outside World,Soundgarden,Down On The Upside,1,6
Pet Sematary,Ramones,Brain Drain,1,7
Walk Of Life,Dire Straits,Brothers In Arms,1,3
Closer To The Heart,Rush,A Farewell To Kings,1,3
Bleed It Out,Linkin Park,Minutes to Midnight,1,4
Under the Graveyard,Ozzy Osbourne,Under the Graveyard,1,1
Down Rodeo,Rage Against The Machine,Evil Empire,1,7
BURN IT DOWN,Linkin Park,LIVING THINGS,1,3
Straight to Hell,Ozzy Osbourne,Straight to Hell,1,1
Eye In The Sky,The Alan Parsons Project,Eye In The Sky (Expanded Edition),1,2
Mr. Jack,System Of A Down,Steal This Album!,1,7
We Are The People,Empire of the Sun,Walking On A Dream (Special Edition),1,4
Turn The Page,Metallica,Garage Inc.,1,4
Seek & Destroy - Remastered,Metallica,Kill 'Em All (Remastered),1,9
For Whom The Bell Tolls - Remastered,Metallica,Ride The Lightning (Remastered),1,3
Crazy Train,Ozzy Osbourne,Blizzard of Ozz (Expanded Edition),1,2
All This Music Must Fade,The Who,WHO (Deluxe),1,1
Never Fade Away,"SAMURAI, Refused",Never Fade Away,1,1
Radio/Video,System Of A Down,Mezmerize,1,5
Hysteria,Muse,Absolution,1,8
Animate - 2004 Remaster,Rush,Counterparts (2004 Remaster),1,1
Have A Cigar,Foo Fighters,1999925,1,2
Breakout,Foo Fighters,There Is Nothing Left To Lose,1,2
Master Of Puppets,Metallica,Master Of Puppets (Remastered),1,2
Given to Fly,Pearl Jam,Yield,1,4
I Am Mine,Pearl Jam,Riot Act,1,6
Nothingman - Remastered,Pearl Jam,Vitalogy,1,5
Do the Evolution,Pearl Jam,Yield,1,7
Who You Are,Pearl Jam,No Code,1,3
In My Tree,Pearl Jam,No Code,1,4
Spin the Black Circle - Remastered,Pearl Jam,Vitalogy,1,2
Future Days,Pearl Jam,Lightning Bolt,1,12
Not for You - Remastered,Pearl Jam,Vitalogy,1,3
Unthought Known,Pearl Jam,Backspacer,1,7
Amongst The Waves,Pearl Jam,Backspacer,1,6
Off He Goes,Pearl Jam,No Code,1,6
Long Road To Ruin,Foo Fighters,"Echoes, Silence, Patience & Grace",1,4
The Long Road,Pearl Jam,Merkin Ball,1,2
Psycho,Muse,Drones,1,3
Take On Me - MTV Unplugged / Edit,a-ha,Take On Me (MTV Unplugged / Edit),1,1
Epic,Faith No More,The Real Thing,1,2
Love Buzz - Remastered,Nirvana,Bleach: Deluxe Edition,1,5
Sliver,Nirvana,Incesticide,1,2
Somebody Told Me,The Killers,Hot Fuss,1,4
Charlie,Red Hot Chili Peppers,Stadium Arcadium,1,3
Porcelain,Red Hot Chili Peppers,Californication (Deluxe Edition),1,8
Get on Top,Red Hot Chili Peppers,Californication,1,5
Fuel,Metallica,Reload,1,1
St. Anger,Metallica,St. Anger,1,2
Sad But True,Metallica,Metallica,1,2
Ride The Lightning (Remastered),Metallica,Ride The Lightning (Remastered),1,2
...And Justice For All,Metallica,...And Justice For All,1,2
The Call Of Ktulu - Remastered,Metallica,Ride The Lightning (Deluxe / Remastered),1,8
Blackened,Metallica,...And Justice For All,1,1
Whiplash - Remastered,Metallica,Kill 'Em All (Remastered),1,6
Fight Fire With Fire - Remastered,Metallica,Ride The Lightning (Remastered),1,1
Mosquito Song,Queens of the Stone Age,Songs For The Deaf,1,14
The Metal,Tenacious D,The Pick Of Destiny,1,15
Kickapoo,Tenacious D,The Pick Of Destiny,1,1
Low Hangin' Fruit,Tenacious D,Rize Of The Fenix,1,2
The Last In Line,Tenacious D,Ronnie James Dio - This Is Your Life,1,2
Generator,Foo Fighters,There Is Nothing Left To Lose,1,5
Big Me,Foo Fighters,Foo Fighters,1,3
Ball and Chain,The Who,WHO (Deluxe),1,2
Beelzeboss (The Final Showdown),Tenacious D,The Pick Of Destiny,1,13
Fuck Her Gently,Tenacious D,Tenacious D,1,6
Master Exploder,Tenacious D,The Pick Of Destiny,1,7
Wonderboy,Tenacious D,Tenacious D,1,4
Rize of the Fenix,Tenacious D,Rize Of The Fenix,1,1
Roadie,Tenacious D,Rize Of The Fenix,1,6
Señorita,Tenacious D,Rize Of The Fenix,1,4
Sleeping Village,Black Sabbath,Black Sabbath (2009 Remastered Version),1,6
The Number of the Beast - 2015 Remaster,Iron Maiden,The Number of the Beast (2015 Remaster),1,5
Run to the Hills - 2015 Remaster,Iron Maiden,The Number of the Beast (2015 Remaster),1,6
