Track Name,Artist Name,Album Name,Disc Number,Track Number
Shape of You,Ed Sheeran,Shape of You,1,1
Wake Me up When September Ends,Green Day,American Idiot,1,7
Shape of You,Ed Sheeran,÷ (Deluxe),1,4
Fox on the Run - Single Version,Sweet,"Fox on the Run (from the ""Guardians of the Galaxy 2"" Trailer)",1,1
Mr. Blue Sky,Electric Light Orchestra,Out of the Blue,1,13
Lake Shore Drive,Aliotta Haynes Jeremiah,Lake Shore Drive,1,1
My Sweet Lord,George Harrison,All Things Must Pass (Remastered),1,2
Brandy (You're a Fine Girl),Looking Glass,Radio Hits Of the '70s,1,1
Come A Little Bit Closer,Jay & The Americans,Come A Little Bit Closer: The Best Of Jay & The Americans,1,9
Wham Bam Shang-A-Lang,Silver,Silver,1,8
Surrender,Cheap Trick,Heaven Tonight,1,1
Father And Son,Yusuf / Cat Stevens,Tea For The Tillerman (Remastered),1,10
Flash Light,Parliament,Funkentelechy Vs. The Placebo Syndrome,1,6
The Chain - 2004 Remaster,Fleetwood Mac,Rumours,1,7
"Theme (from ""Spider Man"") [Original Television Series]",Michael Giacchino,Spider-Man: Homecoming (Original Motion Picture Soundtrack),1,1
The World is Changing,Michael Giacchino,Spider-Man: Homecoming (Original Motion Picture Soundtrack),1,2
Academic Decommitment,Michael Giacchino,Spider-Man: Homecoming (Original Motion Picture Soundtrack),1,3
High Tech Heist,Michael Giacchino,Spider-Man: Homecoming (Original Motion Picture Soundtrack),1,4
On a Ned-To-Know Basis,Michael Giacchino,Spider-Man: Homecoming (Original Motion Picture Soundtrack),1,5
Drag Racing / An Old Van Rundown,Michael Giacchino,Spider-Man: Homecoming (Original Motion Picture Soundtrack),1,6
Webbed Surveillance,Michael Giacchino,Spider-Man: Homecoming (Original Motion Picture Soundtrack),1,7
No Vault of His Own,Michael Giacchino,Spider-Man: Homecoming (Original Motion Picture Soundtrack),1,8
Monumental Meltdown,Michael Giacchino,Spider-Man: Homecoming (Original Motion Picture Soundtrack),1,9
The Baby Monitor Protocol,Michael Giacchino,Spider-Man: Homecoming (Original Motion Picture Soundtrack),1,10
A Boatload of Trouble Part 1,Michael Giacchino,Spider-Man: Homecoming (Original Motion Picture Soundtrack),1,11
A Boatload of Trouble Part 2,Michael Giacchino,Spider-Man: Homecoming (Original Motion Picture Soundtrack),1,12
Ferry Dust Up,Michael Giacchino,Spider-Man: Homecoming (Original Motion Picture Soundtrack),1,13
Stark Raving Mad,Michael Giacchino,Spider-Man: Homecoming (Original Motion Picture Soundtrack),1,14
Pop Vulture,Michael Giacchino,Spider-Man: Homecoming (Original Motion Picture Soundtrack),1,15
Bussed a Move,Michael Giacchino,Spider-Man: Homecoming (Original Motion Picture Soundtrack),1,16
Lift Off,Michael Giacchino,Spider-Man: Homecoming (Original Motion Picture Soundtrack),1,17
Fly-By-Night Operation,Michael Giacchino,Spider-Man: Homecoming (Original Motion Picture Soundtrack),1,18
Vulture Clash,Michael Giacchino,Spider-Man: Homecoming (Original Motion Picture Soundtrack),1,19
A Stark Contrast,Michael Giacchino,Spider-Man: Homecoming (Original Motion Picture Soundtrack),1,20
No Frills Proto COOL!,Michael Giacchino,Spider-Man: Homecoming (Original Motion Picture Soundtrack),1,21
Spider-Man: Homecoming Suite,Michael Giacchino,Spider-Man: Homecoming (Original Motion Picture Soundtrack),1,22
There's Nothing Holdin' Me Back,Shawn Mendes,Illuminate (Deluxe),1,1
Don't Look Down (feat. Usher),"Martin Garrix, Usher",Don't Look Down (feat. Usher),1,1
You Know You Like It,"DJ Snake, AlunaGeorge",You Know You Like It,1,1
Hymn for the Weekend - Seeb Remix,"Coldplay, Seeb",Hymn for the Weekend (Seeb Remix),1,1
Trumpets,Jason Derulo,Talk Dirty,1,3
Young Again,"Hardwell, Chris Jones",United We Are,1,9
Something In The Way You Move,Ellie Goulding,Delirium (Deluxe),1,3
It Ain’t Me (with Selena Gomez),"Kygo, Selena Gomez",It Ain't Me,1,1
Starboy,"The Weeknd, Daft Punk",Starboy,1,1
Shake It Off,Taylor Swift,1989,1,6
Scared to Be Lonely - Acoustic Version,"Martin Garrix, Dua Lipa",Scared to Be Lonely (Acoustic Version),1,1
Scared to Be Lonely,"Martin Garrix, Dua Lipa",Scared to Be Lonely,1,1
Silence,"Marshmello, Khalid",Silence,1,1
idfc,blackbear,deadroses,1,6
What Is Love,Jaymes Young,What Is Love,1,1
New Rules,Dua Lipa,Dua Lipa (Deluxe),1,10
Dusk Till Dawn - Radio Edit,"ZAYN, Sia",Dusk Till Dawn (Radio Edit),1,1
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"",""ZAYN, Taylor Swift",I Don’t Wanna Live Forever (Fifty Shades Darker),1,1,245200
I Can Be Somebody,"Deorro, Erin McCarley",We Are Your Friends (Music From The Original Motion Picture/Deluxe),1,1
Desire - Gryffin Remix,"Years & Years, Gryffin",We Are Your Friends (Music From The Original Motion Picture/Deluxe),1,2
Break Yourself,"Hook N Sling, Far East Movement, Pusha T",We Are Your Friends (Music From The Original Motion Picture/Deluxe),1,3
BlackOut,"The Americanos, Lil Jon, Juicy J, Tyga",We Are Your Friends (Music From The Original Motion Picture/Deluxe),1,4
Another Sky - The Magician Remix,"Scenic, The Magician",We Are Your Friends (Music From The Original Motion Picture/Deluxe),1,5
Ah Yeah So What - WAYF Edit,"Will Sparks, Wiley, Elen Levon",We Are Your Friends (Music From The Original Motion Picture/Deluxe),1,8
You Know You Like It - Tchami Remix,"AlunaGeorge, Tchami",We Are Your Friends (Music From The Original Motion Picture/Deluxe),1,9
Define,"Dom Dolla, Go Freek",We Are Your Friends (Music From The Original Motion Picture/Deluxe),1,10
Pushing On,"Oliver, Jimi Jules",We Are Your Friends (Music From The Original Motion Picture/Deluxe),1,11
Younger - Kygo Remix,"Seinabo Sey, Kygo",We Are Your Friends (Music From The Original Motion Picture/Deluxe),1,12
Cole’s Memories - Original Mix,Pyramid,We Are Your Friends (Music From The Original Motion Picture/Deluxe),1,13
I Think I Like It,Fake Blood,We Are Your Friends (Music From The Original Motion Picture/Deluxe),1,15
I Like Tuh,"Carnage, ILOVEMAKONNEN",We Are Your Friends (Music From The Original Motion Picture/Deluxe),1,17
We Are Your Friends - Justice Vs Simian,"Justice, Simian",We Are Your Friends (Music From The Original Motion Picture/Deluxe),1,18
Fly Away,Krys Talk,Fly Away,1,1
Hold On,"Bhaskar, Shapeless, Kinder",Hold On,1,1
Black Panther,Kendrick Lamar,Black Panther The Album Music From And Inspired By,1,1
All The Stars (with SZA),"Kendrick Lamar, SZA",Black Panther The Album Music From And Inspired By,1,2
X (with 2 Chainz & Saudi),"ScHoolboy Q, 2 Chainz, Saudi",Black Panther The Album Music From And Inspired By,1,3
The Ways (with Swae Lee),"Khalid, Swae Lee",Black Panther The Album Music From And Inspired By,1,4
Opps (with Yugen Blakrok),"Vince Staples, Yugen Blakrok",Black Panther The Album Music From And Inspired By,1,5
I Am,Jorja Smith,Black Panther The Album Music From And Inspired By,1,6
Paramedic!,SOB X RBE,Black Panther The Album Music From And Inspired By,1,7
Bloody Waters (with Anderson .Paak & James Blake),"Ab-Soul, Anderson .Paak, James Blake",Black Panther The Album Music From And Inspired By,1,8
"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock, Kendrick Lamar, Future, James Blake",Black Panther The Album Music From And Inspired By,1,9
Redemption Interlude,Zacari,Black Panther The Album Music From And Inspired By,1,10
Redemption (with Babes Wodumo),"Zacari, Babes Wodumo",Black Panther The Album Music From And Inspired By,1,11
Seasons (with Sjava & Reason),"Mozzy, Sjava, REASON",Black Panther The Album Music From And Inspired By,1,12
Big Shot (with Travis Scott),"Kendrick Lamar, Travis Scott",Black Panther The Album Music From And Inspired By,1,13
Pray For Me (with Kendrick Lamar),"The Weeknd, Kendrick Lamar",Black Panther The Album Music From And Inspired By,1,14
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),1,1
"My Life Is Going On / La Casa de Papel - Alok, JetLag Music, HOT-Q e WADD Remix","Alok, Jetlag Music, Cecilia Krull, HOT-Q, WADD","My Life Is Going On / La Casa de Papel (Alok, JetLag Music, HOT-Q e WADD Remix)",1,1
Courtesy Call,Thousand Foot Krutch,The End Is Where We Begin,1,9
You Can Become a Hero (Boku No Hero Academia),Theishter,You Can Become a Hero (Boku No Hero Academia),1,1
"Sword Art Online Original Soundtrack (In Your Past, a Tender Feeling)",Theishter,"Sword Art Online Original Soundtrack (In Your Past, a Tender Feeling)",1,1
Everything Black (feat. Mike Taylor),"Unlike Pluto, Mike Taylor",Everything Black (feat. Mike Taylor),1,1
Frame of Mind,"Tristam, Braken",Frame of Mind,1,1
Stronger (feat. Emel),"Stonebank, EMEL",Stronger (feat. Emel),1,1
Play Me Like a Violin,Stephen,Play Me Like a Violin,1,1
Crossfire,Stephen,Crossfire,1,1
Burn Out (feat. Dewain Whitmore),"Martin Garrix, Justin Mylo, Dewain Whitmore",Burn Out (feat. Dewain Whitmore),1,1
Wake Up,EDEN,End Credits,1,6
RISE,"League of Legends, The Glitch Mob, Mako, The Word Alive",RISE,1,1
RISE - Remix,"League of Legends, BOBBY, Mako, The Glitch Mob, The Word Alive",RISE (Remix),1,1
POP/STARS,"K/DA, Madison Beer, (G)I-DLE, Jaira Burns, League of Legends",POP/STARS,1,1
GRRRLS,AViVA,GRRRLS,1,1
rockstar (feat. 21 Savage),"Post Malone, 21 Savage",beerbongs & bentleys,1,6
Ai Ai Ai - Felguk & Cat Dealers Remix,"Vanessa Da Mata, Felguk, Cat Dealers",Ai Ai Ai (Felguk & Cat Dealers Remix),1,1
Morena,"Vitor Kley, Bruno Martini",Morena,1,1
O Sol,Vitor Kley,Adrenalizou,1,1
Morena (Acoustic Version),Vitor Kley,Adrenalizou,1,14
Only You,"Cheat Codes, Little Mix",LM5 (Deluxe),1,18
CASTLE OF GLASS,Linkin Park,LIVING THINGS,1,6
Nova,Ahrix,Nova,1,1
Like A G6,"Far East Movement, The Cataracs, DEV",Free Wired,1,2
Mr. Saxobeat - Radio Edit,Alexandra Stan,Sundown (Original Motion Picture Soundtrack),1,13
We No Speak Americano - JT Radio Edit,"Yolanda Be Cool, DCup",We No Speak Americano (Complete Remixes),1,15
MEGALOVANIA,Toby Fox,UNDERTALE Soundtrack,1,100
What You Know,Two Door Cinema Club,Tourist History,1,8
Cigarettes in the Theatre,Two Door Cinema Club,Tourist History,1,1
Come Back Home,Two Door Cinema Club,Tourist History,1,2
Undercover Martyn,Two Door Cinema Club,Tourist History,1,3
Do You Want It All?,Two Door Cinema Club,Tourist History,1,4
This Is the Life,Two Door Cinema Club,Tourist History,1,5
Something Good Can Work,Two Door Cinema Club,Tourist History,1,6
I Can Talk,Two Door Cinema Club,Tourist History,1,7
"Eat That Up, It's Good for You",Two Door Cinema Club,Tourist History,1,9
You're Not Stubborn,Two Door Cinema Club,Tourist History,1,10
Hold On,"Bhaskar, Shapeless, Kinder",Hold On,1,1
7 rings,Ariana Grande,7 rings,1,1
In My Mind,"Dynoro, Gigi D'Agostino",In My Mind,1,1
Awaken,"League of Legends, Valerie Broussard, Ray Chen",Awaken,1,1
Moonlight Sonata (3rd Movement),Rousseau,Moonlight Sonata (3rd Movement),1,1
Chopin: Etude Op. 25 No. 11 in a Minor (Winter Wind),Johan Åhlén,Chopin: Etude Op. 25 No. 11 in a Minor (Winter Wind),1,1
Chopin: Fantaisie-impromptu In C Sharp Minor Op.66,Karol Radziwonowicz,Chopin The Complete Piano Works Mazurkas And Impromptus,1,23
I Can Be Somebody,"Deorro, Erin McCarley",We Are Your Friends (Music From The Original Motion Picture),1,1
Desire - Gryffin Remix,"Years & Years, Gryffin",We Are Your Friends (Music From The Original Motion Picture),1,2
Break Yourself,"Hook N Sling, Far East Movement, Pusha T",We Are Your Friends (Music From The Original Motion Picture),1,3
BlackOut,"The Americanos, Lil Jon, Juicy J, Tyga",We Are Your Friends (Music From The Original Motion Picture),1,4
Ah Yeah So What - WAYF Edit,"Will Sparks, Wiley, Elen Levon",We Are Your Friends (Music From The Original Motion Picture),1,6
You Know You Like It - Tchami Remix,"AlunaGeorge, Tchami",We Are Your Friends (Music From The Original Motion Picture),1,7
Define,"Dom Dolla, Go Freek",We Are Your Friends (Music From The Original Motion Picture),1,8
Cole’s Memories - Original Mix,Pyramid,We Are Your Friends (Music From The Original Motion Picture),1,9
Younger - Kygo Remix,"Seinabo Sey, Kygo",We Are Your Friends (Music From The Original Motion Picture),1,10
We Are Your Friends - Justice Vs Simian,"Justice, Simian",We Are Your Friends (Music From The Original Motion Picture),1,11
Vision,"Hucci, Dom Sebastian",Vision,1,1
Something About You,Hayden James,Something About You,1,1
My Way,Calvin Harris,My Way,1,1
Hey,"FÄIS, Afrojack",Hey,1,1
ugh!,dwilly,ugh!,1,1
All The Lies,"Alok, Felix Jaehn, The Vamps",All The Lies,1,1
Metaphor,"Alok, Timmy Trumpet",Metaphor,1,1
Epitáfio,"Alok, Titãs, Bhaskar",Epitáfio,1,1
Innocent (feat. Gavin James),"Alok, Yves V, Gavin James",Innocent (feat. Gavin James),1,1
Innocent (feat. Gavin James) - Felguk Remix,"Alok, Yves V, Felguk, Gavin James",Innocent (feat. Gavin James) [The Remixes],1,1
Innocent (feat. Gavin James) - Different J Remix,"Alok, Yves V, Gavin James, Different J",Innocent (feat. Gavin James) [The Remixes],1,2
Pray (feat. Conor Maynard),"Alok, Conor Maynard",Pray (feat. Conor Maynard),1,1
Bullet Train (feat. Joni Fatora),Stephen Swartz,Bullet Train (feat. Joni Fatora),1,1
Comptine d'un autre été (Amélie),Rousseau,Comptine d'un autre été (Amélie),1,1
Gymnopédie No. 1,Rousseau,Gymnopédie No. 1,1,1
Sweden,C418,Minecraft - Volume Alpha,1,18
Guren No Yumiya,Linked Horizon,Jiyuu E No Shingeki,1,1
Jiyuu No Tsubasa,Linked Horizon,Jiyuu E No Shingeki,1,2
Shinzo wo Sasageyo!,Linked Horizon,Shingeki no Kiseki,1,11
You Say Run,Yuki Hayashi,TVアニメ『僕のヒーローアカデミア』オリジナル・サウンドトラック,1,1
My Hero Academia,Yuki Hayashi,TVアニメ『僕のヒーローアカデミア』オリジナル・サウンドトラック,1,35
The Day,PornoGraffitti,The Day,1,1
ピースサイン,Kenshi Yonezu,Bootleg,1,3
Sora Ni Utaeba,amazarashi,Chihou Toshi No Memento Mori,1,5
Odd future,UVERworld,Odd future,1,1
Make My Story,Lenny code fiction,Make my story,1,1
HEROES,Brian the Sun,パトスとエートス,1,4
"Heroes (From ""My Hero Academia"")",NateWantsToBattle,"Heroes (From ""My Hero Academia"")",1,1
だから、ひとりじゃない,Little Glee Monster,Juice,1,1
Datte Atashino Hero,LiSA,Datte Atashino Hero - EP,1,1
Update,miwa,miwa the Best,2,14
Longhope Philia,Masaki Suda,Long Hope Philia,1,1
I Am Here!,Yuki Hayashi,『僕のヒーローアカデミア』2018 オリジナルサウンドトラック,1,37
All might with U.A. Students,Yuki Hayashi,『僕のヒーローアカデミア』2018 オリジナルサウンドトラック,2,6
平和の象徴,Yuki Hayashi,TVアニメ『僕のヒーローアカデミア』オリジナル・サウンドトラック,1,5
「よっ!ご陽気もの」風のアドリブ,Yuki Hayashi,TVアニメ『僕のヒーローアカデミア』オリジナル・サウンドトラック,1,6
暴走する悪意,Yuki Hayashi,TVアニメ『僕のヒーローアカデミア』オリジナル・サウンドトラック,1,15
巨大ヴィラン出現,Yuki Hayashi,TVアニメ『僕のヒーローアカデミア』オリジナル・サウンドトラック,1,25
2 Heros,Yuki Hayashi,『僕のヒーローアカデミア』2018 オリジナルサウンドトラック,1,41
The Force of All For One,Yuki Hayashi,『僕のヒーローアカデミア』2018 オリジナルサウンドトラック,1,40
One For All,Yuki Hayashi,『僕のヒーローアカデミア』2018 オリジナルサウンドトラック,1,7
Jet Set Run,Yuki Hayashi,TVアニメ「僕のヒーローアカデミア」 2nd オリジナル・サウンドトラック,1,2
ドギマギ,Yuki Hayashi,TVアニメ『僕のヒーローアカデミア』オリジナル・サウンドトラック,1,11
障害物競争,Yuki Hayashi,TVアニメ「僕のヒーローアカデミア」 2nd オリジナル・サウンドトラック,1,9
ロボ・インフェルノ,Yuki Hayashi,TVアニメ「僕のヒーローアカデミア」 2nd オリジナル・サウンドトラック,1,10
Weeee Are Fu×kin Super Star!!,Yuki Hayashi,TVアニメ「僕のヒーローアカデミア」 2nd オリジナル・サウンドトラック,1,11
1-A,Yuki Hayashi,『僕のヒーローアカデミア』2018 オリジナルサウンドトラック,1,14
New York,Yuki Hayashi,『僕のヒーローアカデミア』2018 オリジナルサウンドトラック,1,1
The Villain,Yuki Hayashi,『僕のヒーローアカデミア』2018 オリジナルサウンドトラック,1,2
Y.A.M. -Young All might-,Yuki Hayashi,『僕のヒーローアカデミア』2018 オリジナルサウンドトラック,1,3
Battle of Deku,Yuki Hayashi,『僕のヒーローアカデミア』2018 オリジナルサウンドトラック,1,35
Red Swan,"Yoshiki, HYDE",Red Swan,1,1
Shoukei to Shikabane no Michi [TV Size],Linked Horizon,Shoukei to Shikabane no Michi [TV Size],1,1
Akatsuki no Requiem,Linked Horizon,Rakuen Eno Shingeki,1,3
Name of Love,cinema staff,Name of Love,1,1
Jiyuu No Daishou - Theatrical Size,Linked Horizon,Jiyuu No Daishou (Theatrical Size),1,1
Attack on Titan,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",1,1
The Reluctant Heroes,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",1,2
Rittaikidou,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",1,4
Counter Attack-Mankind,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",1,5
DOA,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",1,8
凸】♀】♂】←Titan,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",1,9
E.M.A,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",1,10
Xl-Tt,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",1,14
Apetitan,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",1,2
Son 2 Sea Ver,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",1,4
Eren Zahyo,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",1,6
Shingeki St - Hrn- Egt 20130629 Kyojin,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",1,10
Ymniam - Orch,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",1,13
The Reluctant Heroes (Modv),Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",1,14
Shingeki St - Hrn - Gt 20130629 Kyojin,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",1,15
Shinzo wo Sasageyo! - TV Size,Linked Horizon,Shinzo wo Sasageyo! (TV Size),1,1
Emaymniam,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",2,2
Two - Lives,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",2,5
Ymniam - Mkorch,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",2,8
The Weight of Lives,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",2,12
Yamanaiame (Fmv),Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",2,13
Guren no Zahyou,Linked Horizon,Shingeki no Kiseki,1,4
Red Swan - TV Edit -,"Yoshiki, HYDE",Red Swan - TV Edit -,1,1
Akatsuki no Requiem (TV Size),Linked Horizon,Akatsuki no Requiem (TV Size),1,1
You See Big Girl / T:T,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",1,3
Gymnopédie No. 1,Rousseau,Gymnopédie No. 1,1,1
Moonlight Sonata (3rd Movement),Rousseau,Moonlight Sonata (3rd Movement),1,1
Clair de Lune,Rousseau,Clair de Lune,1,1
River Flows in You,Rousseau,River Flows in You,1,1
Nuvole Bianche,Rousseau,Nuvole Bianche,1,1
Etude Op. 10 No. 4 (Torrent),Rousseau,Etude Op. 10 No. 4 (Torrent),1,1
Fly,Rousseau,Fly,1,1
Für Elise,Rousseau,Für Elise,1,1
Piece Of Your Heart - Alok Remix,"MEDUZA, Alok, Goodboys",Piece Of Your Heart (Alok Remix),1,1
Hear Me Now,"Alok, Zeeba, Bruno Martini",Hear Me Now,1,1
Ocean,"Alok, Zeeba, IRO",Ocean,1,1
Big Jet Plane,"Alok, Mathieu Koss",Big Jet Plane,1,1
Never Let Me Go,"Alok, Bruno Martini, Zeeba",Never Let Me Go,1,1
Party Never Ends,"Alok, Quintino",Party Never Ends,1,1
Próximo amor,"Alok, Luan Santana",Próximo amor,1,1
Fuego,"Alok, Bhaskar",Fuego,1,1
The Wall,"Alok, Sevenn",The Wall,1,1
Do It Again,"Steve Aoki, Alok",Do It Again,1,1
Bella Ciao (feat. Andre Sarate & Adolfo Celdran),"Alok, Bhaskar, Jetlag Music, Adolfo Celdran, André Sarate",Bella Ciao (feat. Andre Sarate & Adolfo Celdran),1,1
Me & You (feat. Iro) - Gaba Kamer & PRINSH! Remix,"Alok, Gaba Kamer, PRINSH, Iro",Me & You (feat. Iro) [Gaba Kamer & PRINSH! Remix],1,1
Vagrant,"Feint, Veela",Vagrant,1,1
Time Bomb,"Feint, Boyinaband, Veela",Monstercat - Best of DnB & Drumstep Vol. 1,1,9
Maldita de Ex,Mc Leozin,Maldita de Ex,1,1
Parem de Transar,Mc Livinho,Parem de Transar,1,1
Meu Mundo,"WC no Beat, MC Cabelinho, Hariel, Pk, Orochi",Meu Mundo,1,1
Nave Espacial - Radio Edit,"Liu, Samantha Machado",Nave Espacial,1,1
Vale Vale,"Alok, Zafrir",Vale Vale,1,1
Step Ahead (feat. Hola Vano),"Liu, Hola Vano",Step Ahead (feat. Hola Vano),1,1
Gravity (feat. Magga & Evokings),"Cat Dealers, Magga, Evokings",Gravity (feat. Magga & Evokings),1,1
Your Body - Cat Dealers Radio Edit,"Tom Novy, Cat Dealers, Michael Marshall",Your Body (feat. Michael Marshall) [Cat Dealers Remix],1,1
Your Body - Cat Dealers Extended,"Tom Novy, Cat Dealers, Michael Marshall",Your Body (feat. Michael Marshall) [Cat Dealers Remix],1,2
Why Don't U Love,"Vintage Culture, Selva, Lazy Bear",Why Don't U Love,1,1
Holding On,"Tarro, Maria Lynn",Holding On,1,1
Aquela Paz,"Samhara, Mojjo, CELØ",Aquela Paz,1,1
Me Cura,"Liu, Clara Valverde, Ana Muller",Me Cura,1,1
Sede Pra Te Ver,"KVSH, Breno Rocha, Breno Miranda",Sede Pra Te Ver,1,1
Abraço Forte,"Bhaskar, Hungria Hip Hop",Abraço Forte,1,1
Bem Melhor - KVSH Remix,"Lagum, KVSH",Bem Melhor (KVSH Remix),1,1
Te Vi na Rua Ontem,Konai,Te Vi na Rua Ontem,1,1
Who We Want to Be,Tom Day,2012,1,6
Still Alive,"Liu, Kohen, Dan K",Still Alive,1,1
Killed by the City,"Bhaskar, Alok",Killed by the City,1,1
Rap do Capitão Levi: O Mais Forte da Humanidade (NERD HITS),7 Minutoz,Rap do Capitão Levi: O Mais Forte da Humanidade (NERD HITS),1,1
"Rap do Kratos, Meliodas e Naruto: O Poder da Minha Ira (NERD HITS)",7 Minutoz,"Rap do Kratos, Meliodas e Naruto: O Poder da Minha Ira (NERD HITS)",1,1
Rap do Gaara: Acho Que Eu Sou um Monstro... (NERD HITS),7 Minutoz,Rap do Gaara: Acho Que Eu Sou um Monstro... (NERD HITS),1,1
Rap do Minato: O Dever de um Pai (NERD HITS),7 Minutoz,Rap do Minato: O Dever de um Pai (NERD HITS),1,1
Rap do Todoroki: Obrigado por Me Libertar (NERD HITS),7 Minutoz,Rap do Todoroki: Obrigado por Me Libertar (NERD HITS),1,1
Rap do All Might: O Símbolo da Paz (NERD HITS),7 Minutoz,Rap do All Might: O Símbolo da Paz (NERD HITS),1,1
Rap do Kakashi: Aquele Que Copia os 1.000 Jutsus (NERD HITS),7 Minutoz,Rap do Kakashi: Aquele Que Copia os 1.000 Jutsus (NERD HITS),1,1
Rap do Escanor: Orgulhoso Como um Leão,7 Minutoz,Rap do Escanor: Orgulhoso Como um Leão,1,1
"Rap do Madara, Pain e Orochimaru: O Quanto Eu Posso Ser Cruel",7 Minutoz,"Rap do Madara, Pain e Orochimaru: O Quanto Eu Posso Ser Cruel",1,1
Rap do Ban: O Pecado da Ganância,7 Minutoz,Rap do Ban: O Pecado da Ganância,1,1
Rap do Meliodas: Eu Sou o Capitão,7 Minutoz,Rap do Meliodas: Eu Sou o Capitão,1,1
Rap do Itachi: Essa Dor Que Causei... (NERD HITS),7 Minutoz,Rap do Itachi: Essa Dor Que Causei... (NERD HITS),1,1
Rap do Sasuke: O Renegado,7 Minutoz,Rap do Sasuke: O Renegado,1,1
Rap do Naruto: O Demônio Dentro de Mim,7 Minutoz,Rap do Naruto: O Demônio Dentro de Mim,1,1
Irmão DQbrada!,"Costa Gold, Haikaiss",Irmão Dqbrada!,1,1
GIANTS,"True Damage, Becky G, Keke Palmer, SOYEON of (G)I-DLE, Duckwrth, Thutmose, League of Legends",GIANTS,1,1
Dancin (feat. Luvli) - Krono Remix,"Aaron Smith, Krono, Luvli",Dancin (feat. Luvli) [Krono Remix],1,1
Turn off the Lights,"Chris Lake, Alexis Roberts",Turn off the Lights,1,1
Black Catcher,Vickeblanka,Black Catcher,1,1
Não Vou Mentir,Lagum,Não Vou Mentir,1,1
Oi,Lagum,Coisas da Geração,1,4
Deixa - FTampa Remix,"Lagum, Ana Gabriela, FTampa",Deixa (FTampa Remix),1,1
Pour Over,"Vintage Culture, Adam K",Pour Over,1,1
"Sorri, Sou Rei (KVSH Remix)","KVSH, Natiruts","Sorri, Sou Rei (KVSH Remix)",1,1
Lucid Dreams,Juice WRLD,Goodbye & Good Riddance,1,3
Ouvi Dizer,Melim,Melim,1,2
Dois Corações,Melim,Melim,1,4
Meu Abrigo,Melim,Melim,1,1
Pieces,"KVSH, Breno Miranda",Pieces,1,1
Me & You (feat. IRO),"Alok, IRO",XOXO (Music from the Netflix Original Film),1,6
Sou Teu Fã,"Dennis DJ, Bruno Martini, Vitin",Sou Teu Fã,1,1
Bem Melhor,Lagum,Bem Melhor,1,1
Deixa (feat. Ana Gabriela),"Lagum, Ana Gabriela",Deixa (feat. Ana Gabriela),1,1
Adrenalizou - Gabriel Boni Remix,"Vitor Kley, Gabriel Boni",Adrenalizou (Gabriel Boni Remix),1,1
Cante por Nós,"Vintage Culture, KVSH, Breno Miranda",Cante por Nós,1,1
Deixe Me Ir - Acústico,"1Kilo, Knust, Baviera",Deixe Me Ir (Acústico),1,1
Tempo Perdido,Legião Urbana,Dois,1,6
Não Vou Mentir - Liu Remix,"Lagum, Liu",Não Vou Mentir (Liu Remix),1,1
Sem Chão,Mandragora,Sem Chão,1,1
bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",1,2
xanny,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",1,3
you should see me in a crown,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",1,4
all the good girls go to hell,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",1,5
